AccentCity,Population,Latitude,Longitude
Langelsheim,13234.0,51.933333000000005,10.333333
Langenau,14411.0,48.5,10.1
Langenfeld,58803.0,51.1,6.95
Langenhagen,49958.0,52.45,9.75
Langen,35755.0,49.993333,8.672778
Langen,18685.0,53.61666700000001,8.6
Langenselbold,12652.0,50.183333000000005,9.033333
Langenzenn,10767.0,49.5,10.8
Langerwehe,14222.0,50.816666999999995,6.35
Langwedel,15200.0,52.966667,9.216667
Lappersdorf,12817.0,49.056944,12.09
Laubach,10262.0,50.55,8.983333
Lauchhammer,18948.0,51.5,13.8
Lauenburg,11796.0,53.36666700000001,10.566667
Lauffen,11191.0,49.074444,9.146944
Lauf,26181.0,49.510278,11.2775
Lauingen,10991.0,48.566666999999995,10.433333
Laupheim,19111.0,48.233333,9.883333
Lauterbach,14665.0,50.633333,9.4
Lebach,21665.0,49.4,6.9166669999999995
Leer,34081.0,53.233332999999995,7.433333
Lehre,11664.0,52.333333,10.666667
Lehrte,44495.0,52.383333,9.966667
Leichlingen,27532.0,51.116667,7.016667
Leimen,27323.0,49.351110999999996,8.689444
Leinefelde,13794.0,51.383333,10.333333
Leinfelden-Echterdingen,37210.0,48.7,9.15
Leipzig,492637.0,51.3,12.333333
Lemgo,42036.0,52.033333,8.9
Lengede,13196.0,52.2,10.3
Lengerich,22642.0,52.183333000000005,7.866667
Lenggries,9409.0,47.683333000000005,11.566667
Lennestadt,28142.0,51.116667,8.066667
Leonberg,46276.0,48.8,9.016667
Leuna,7100.0,51.316666999999995,12.016667
Leutenbach,10718.0,48.883333,9.4
Leutkirch,22645.0,47.825,10.016667
Leverkusen,159088.0,51.016667,6.983333
Lich,13410.0,50.516667,8.833333
Lichtenau,11350.0,51.616667,8.9
Lichtenfels,21586.0,50.15,11.066667
Lichtenstein,13583.0,50.75,12.65
Liebenburg,9649.0,52.016667,10.45
Lilienthal,17851.0,53.13333299999999,8.916667
Limbach-Oberfrohna,26721.0,50.866667,12.75
Limburgerhof,10750.0,49.424444,8.391944
Limburg,33955.0,50.383333,8.05
Lindau,24161.0,47.55,9.683333
Lindenberg,11614.0,47.6,9.9
Lindlar,22752.0,51.016667,7.383333
Lingen,51577.0,52.516667000000005,7.316667
Linkenheim-Hochstetten,11783.0,49.137221999999994,8.403333
Linnich,13983.0,50.983333,6.266667
Lippstadt,67638.0,51.666667,8.35
Lohfelden,13910.0,51.266667,9.533333
Lohmar,31802.0,50.833333,7.216667
Lohne,25332.0,52.666667000000004,8.233333
Lohr,16297.0,49.993611,9.578333
Lollar,10206.0,50.65,8.7
Lorch,11503.0,48.8,9.683333
Lorsch,12829.0,49.654722,8.568611
Losheim,16418.0,49.516667,6.75
Lotte,13564.0,52.283333,7.9166669999999995
Loxstedt,16783.0,53.466667,8.65
Luckenwalde,21217.0,52.083333,13.166667000000002
Ludwigsburg,87855.0,48.9,9.183333
Ludwigsfelde,24823.0,52.3,13.266667000000002
Ludwigshafen,162514.0,49.481111,8.435278
Ludwigslust,12209.0,53.316667,11.5
Lugau,7779.0,50.733333,12.75
Magdeburg,224428.0,52.166667,11.666667
Mainburg,13944.0,48.65,11.783333
Maintal,38656.0,50.15,8.833333
Mainz,187940.0,50.0,8.271111
Maisach,12623.0,48.216667,11.266667
Malchin,8413.0,53.733332999999995,12.783333
Malente,10731.0,54.183333,10.566667
Malsch,14364.0,48.883333,8.333333
Manching,11297.0,48.716667,11.5
Mannheim,309626.0,49.488333000000004,8.464722
Marbach,15353.0,48.933333000000005,9.25
Marburg,79300.0,50.816666999999995,8.766667
Marienberg,15600.0,50.65,13.166667000000002
Marienheide,13645.0,51.083333,7.533333
Markdorf,12701.0,47.716667,9.4
Markkleeberg,23220.0,51.283333,12.4
Marktheidenfeld,11023.0,49.844167,9.603889
Marktoberdorf,18701.0,47.783333,10.616667
Marktredwitz,18359.0,50.005,12.081111
Markt Schwaben,11251.0,48.2,11.883333
Marl,91262.0,51.65,7.0833330000000005
Marpingen,11439.0,49.45,7.05
Marsberg,22361.0,51.45,8.85
Mayen,19372.0,50.333333,7.216667
Mechernich,27551.0,50.6,6.65
Meckenbeuren,13121.0,47.7,9.566667
Meckenheim,25491.0,50.633333,7.016667
Meerane,17646.0,50.85,12.466667
Meerbusch,55053.0,51.283333,6.6666669999999995
Meinerzhagen,21907.0,51.116667,7.65
Meiningen,21570.0,50.55,10.416667
Meitingen,11245.0,48.55,10.85
Melle,46745.0,52.2,8.35
Melsungen,14122.0,51.133333,9.55
Memmingen,41210.0,47.983333,10.166667
Menden,58939.0,51.433333000000005,7.8
Mengen,10155.0,48.05,9.333333
Meppen,34205.0,52.683333,7.316667
Merchweiler,10795.0,49.35,7.05
Mering,12437.0,48.266667,10.983333
Merseburg,34440.0,51.366667,12.0
Merzig,31141.0,49.45,6.633333
Meschede,32593.0,51.35,8.283333
Mettingen,12869.0,52.316666999999995,7.783333
Mettlach,12705.0,49.5,6.6
Mettmann,39371.0,51.25,6.966667
Metzingen,22034.0,48.533333,9.266667
Meuselwitz,9953.0,51.05,12.3
Michelstadt,17363.0,49.673611,9.0025
Miesbach,11394.0,47.783333,11.833333
Miltenberg,9706.0,49.703889000000004,9.264444000000001
Mindelheim,14221.0,48.05,10.483333
Minden,83402.0,52.283333,8.916667
Mittweida,16494.0,50.983333,12.983333
Moers,109167.0,51.45,6.65
Monheim,43905.0,51.083333,6.883333
Monschau,13167.0,50.55,6.25
Montabaur,12518.0,50.433333000000005,7.8333330000000005
Moosburg,17394.0,48.466667,11.933333
Morbach,11184.0,49.816666999999995,7.116667
Morsbach,11743.0,50.866667,7.75
Mosbach,25474.0,49.353889,9.142778
Much,15327.0,50.916667,7.4
Munich,1246133.0,48.15,11.5833
Munster,18090.0,52.983332999999995,10.083333
Murnau,12223.0,47.683333000000005,11.2
Murrhardt,14381.0,48.966667,9.566667
Mutterstadt,12565.0,49.441389,8.356111
Nagold,23486.0,48.55,8.716667
Naila,8349.0,50.316666999999995,11.7
Nalbach,9616.0,49.383333,6.783333
Nauen,19203.0,52.6,12.883333
Naumburg,30040.0,51.15,11.816667
Neckarsulm,27530.0,49.192778000000004,9.226111
Netphen,25187.0,50.916667,8.1
Nettetal,42959.0,51.316666999999995,6.283333
Neu-Anspach,15609.0,50.316666999999995,8.5
Neubiberg,13057.0,48.083333,11.683333
Neubrandenburg,67393.0,53.566667,13.266667000000002
Neuenburg,11538.0,47.813418,7.563494
Neuenhagen,16111.0,52.533333,13.683333
Neuenkirchen,14068.0,52.25,7.366667
Neuenrade,12505.0,51.283333,7.783333
Neufahrn,18487.0,48.316666999999995,11.666667
Neuhausen,11566.0,48.683333000000005,9.283333
Neuhof,11437.0,50.433333000000005,9.616667
Neunkirchen,14295.0,50.8,8.0
Neunkirchen,50432.0,49.35,7.183333
Neuruppin,32173.0,52.933333,12.8
Neuss,152975.0,51.2,6.683333
Neustadt,12470.0,49.583333,10.6
Neustadt,45661.0,52.5,9.466667
Neustadt,16680.0,54.1,10.816667
Neustadt,10649.0,51.033333,14.216667000000001
Neustadt,9142.0,50.733333,11.75
Neustrelitz,22312.0,53.36666700000001,13.083333
Neutraubling,12645.0,48.983333,12.2
Neu-Ulm,51654.0,48.4,10.016667
Neuwied,66901.0,50.433333000000005,7.466667
Neu Wulmstorf,20988.0,53.466667,9.8
Nidda,18335.0,50.416667,9.0
Nidderau,20274.0,50.25,8.9
Nideggen,11075.0,50.7,6.483333
Niederkassel,36426.0,50.816666999999995,7.033333
Niedernhausen,14703.0,50.15,8.316667
Niederzier,14648.0,50.883333,6.466667
Nienburg,32512.0,52.63333299999999,9.216667
Niesky,11260.0,51.3,14.816667
Nohfelden,10666.0,49.583333,7.15
Nordenham,27783.0,53.5,8.483333
Norden,24686.0,53.6,7.2
Norderstedt,72011.0,53.7,10.016667
Nordhausen,43709.0,51.516667,10.8
Nordhorn,52906.0,52.433333,7.0833330000000005
Nordstemmen,13436.0,52.166667,9.783333
Northeim,30751.0,51.7,10.0
Nottuln,20256.0,51.933333000000005,7.35
Nuremberg,497593.0,49.447778,11.068333
Oberasbach,17343.0,49.433333000000005,10.95
Oberhaching,12416.0,48.033333,11.6
Oberhausen,220916.0,51.466667,6.85
Oberhausen-Rheinhausen,9580.0,49.273889000000004,8.471667
Oberkirch,20264.0,48.533333,8.083333
Oberndorf,14890.0,48.283333,8.566667
Obernkirchen,10155.0,52.266667,9.133333
Ober-Ramstadt,15695.0,49.833611,8.751944
Oberstdorf,9895.0,47.4,10.283333
Obertshausen,24280.0,50.083333,8.85
Oberursel,42880.0,50.2,8.583333
Ochsenfurt,11531.0,49.65,10.083333
Ochtrup,19543.0,52.216667,7.183333
Odenthal,15537.0,51.033333,7.116667
Oelde,29608.0,51.816666999999995,8.15
Oer-Erkenschwick,30474.0,51.633333,7.25
Oerlinghausen,17555.0,51.966667,8.666667
Offenbach,120641.0,50.1,8.766667
Offenburg,59109.0,48.483333,7.933333
Oftersheim,10228.0,49.365278,8.583056
Olbernhau,11206.0,50.666667,13.333332999999998
Olching,24526.0,48.2,11.333333
Oldenburg,160347.0,53.166667000000004,8.2
Olfen,12450.0,51.7,7.4
Olpe,25939.0,51.033333,7.85
Olsberg,15923.0,51.35,8.5
Oranienburg,43275.0,52.75,13.233332999999998
Oschatz,16348.0,51.3,13.116667000000001
Oschersleben,19929.0,52.033333,11.25
Osterburg,7255.0,52.783333,11.766667
Ostercappeln,9677.0,52.35,8.233333
Osterhofen,12010.0,48.7,13.016667
Osterholz-Scharmbeck,31469.0,53.233332999999995,8.8
Ostfildern,34162.0,48.716667,9.266667
Ottersberg,12392.0,53.1,9.15
Ottobrunn,19254.0,48.066666999999995,11.683333
Ottweiler,15692.0,49.383333,7.1666669999999995
Overath,27073.0,50.95,7.3
Oyten,15694.0,53.05,9.016667
Paderborn,143096.0,51.716667,8.766667
Papenburg,34715.0,53.066667,7.4
Parchim,19146.0,53.433333,11.85
Pasewalk,12059.0,53.516667000000005,13.983332999999998
Passau,51091.0,48.583333,13.483332999999998
Pattensen,13496.0,52.266667,9.766667
Pegnitz,14337.0,49.756389,11.545
Peine,49776.0,52.316666999999995,10.233333
Peiting,12048.0,47.8,10.933333
Penzberg,16243.0,47.75,11.383333
Perleberg,13394.0,53.066667,11.866667
Petersberg,14350.0,50.566666999999995,9.716667
Petershagen,27148.0,52.383333,8.966667
Pfarrkirchen,12029.0,48.433333000000005,12.933333
Pforzheim,120366.0,48.883333,8.7
Pfullendorf,13278.0,47.916667,9.25
Pfullingen,18426.0,48.45,9.233333
Pfungstadt,25151.0,49.806389,8.606944
Philippsburg,12403.0,49.235833,8.456389
Pinneberg,40679.0,53.65,9.8
Pirmasens,43539.0,49.2,7.6
Pirna,39701.0,50.966667,13.933333
Planegg,10669.0,48.1,11.416667
Plankstadt,9300.0,49.394444,8.596111
Plattling,12590.0,48.783333,12.866667
Plauen,69378.0,50.5,12.133333
Plettenberg,28247.0,51.216667,7.883333
Plochingen,14627.0,48.716667,9.416667
Pocking,14816.0,48.4,13.316667
Poing,11498.0,48.166667,11.816667
Porta Westfalica,36419.0,52.216667,8.933333
Potsdam,145291.0,52.4,13.066667
Preetz,15540.0,54.233332999999995,10.283333
Premnitz,11176.0,52.533333,12.333333
Prenzlau,20922.0,53.316667,13.866667000000001
Prien,10264.0,47.866667,12.333333
Pritzwalk,15286.0,53.15,12.183333
Puchheim,19278.0,48.15,11.35
Pulheim,54209.0,51.0,6.8
Quedlinburg,23057.0,51.783333,11.15
Querfurt,9436.0,51.383333,11.6
Quickborn,20281.0,53.733332999999995,9.9
Quierschied,14626.0,49.316666999999995,7.05
Radeberg,18529.0,51.116667,13.916667000000002
Radebeul,32698.0,51.1,13.65
Radevormwald,24298.0,51.2,7.35
Radolfzell,30385.0,47.733333,8.966667
Raesfeld,11430.0,51.766667,6.85
Rahden,16218.0,52.433333,8.616667
Rastatt,48452.0,48.85,8.2
Rastede,20358.0,53.25,8.2
Ratekau,16031.0,53.95,10.733333
Rathenow,27058.0,52.6,12.333333
Ratingen,92306.0,51.3,6.85
Ratisbon,129643.0,49.015,12.095556
Ratzeburg,13719.0,53.7,10.766667
Raubling,11403.0,47.783333,12.1
Raunheim,13993.0,50.016667,8.45
Ravensburg,48441.0,47.783333,9.616667
Recke,11867.0,52.383333,7.716667
Recklinghausen,122727.0,51.616667,7.2
Rees,22654.0,51.766667,6.4
Regen,12591.0,48.966667,13.133332999999999
Regenstauf,15078.0,49.121666999999995,12.129167
Rehau,10279.0,50.25,12.033333
Rehburg-Loccum,11180.0,52.466667,9.2
Rehlingen-Siersburg,16121.0,49.366667,6.683333
Reichenbach,22569.0,50.616667,12.3
Reinbek,25357.0,53.516667000000005,10.25
Reinheim,17839.0,49.826944,8.836111
Reiskirchen,10771.0,50.6,8.833333
Rellingen,13856.0,53.65,9.816667
Remagen,16360.0,50.566666999999995,7.233333
Remscheid,118230.0,51.183333000000005,7.2
Rendsburg,28814.0,54.3,9.666667
Renningen,17725.0,48.766667,8.933333
Reutlingen,113625.0,48.483333,9.216667
Rhede,18774.0,51.833333,6.7
Rheinau,10885.0,48.866667,8.2
Rheinbach,26195.0,50.633333,6.95
Rheinberg,32178.0,51.55,6.6
Rheine,76474.0,52.283333,7.45
Rheinfelden,32538.0,47.566666999999995,7.8
Ribnitz-Damgarten,17176.0,54.25,12.466667
Riedlingen,10466.0,48.15,9.466667
Riegelsberg,15476.0,49.3,6.933333
Rielasingen-Worblingen,12006.0,47.733333,8.833333
Riesa,36788.0,51.3,13.3
Rietberg,28683.0,51.783333,8.433333
Rinteln,28048.0,52.183333000000005,9.083333
Ritterhude,14143.0,53.183333,8.75
Rodenbach,11455.0,50.15,9.033333
Rodgau,43760.0,50.016667,8.833333
Roding,11428.0,49.196389,12.518611
Rommerskirchen,12554.0,51.033333,6.683333
Ronnenberg,23604.0,52.316666999999995,9.65
Rosbach,11674.0,50.8,7.616667
Rosdorf,11844.0,51.5,9.9
Rosendahl,11132.0,51.766667,7.95
Rosenheim,60768.0,47.85,12.133333
Rostock,196833.0,54.083332999999996,12.133333
Rotenburg,14346.0,50.983333,9.716667
Rotenburg,22108.0,53.11666700000001,9.4
Roth,24959.0,49.245,11.091111
Rottenburg,43117.0,48.466667,8.933333
Rottweil,25783.0,48.166667,8.616667
Rudersberg,11651.0,48.883333,9.533333
Rudolstadt,25773.0,50.716667,11.333333
Runkel,9794.0,50.4,8.166667
Rutesheim,10175.0,48.8,8.95
Saalfeld,28152.0,50.65,11.366667
Saarlouis,37663.0,49.316666999999995,6.75
Saarwellingen,13882.0,49.35,6.816667
Salzgitter,111622.0,52.083333,10.333333
Salzhemmendorf,10709.0,52.066666999999995,9.616667
Salzkotten,24369.0,51.666667,8.6
Salzwedel,24144.0,52.85,11.15
Sandhausen,14329.0,49.342778,8.659167
Sangerhausen,23301.0,51.466667,11.3
Sankt Augustin,56258.0,50.766667,7.183333
Sankt Georgen,13825.0,48.133333,8.333333
Sankt Ingbert,38654.0,49.283333,7.116667
Sankt Leon-Rot,12143.0,49.266389000000004,8.616667
Sankt Wendel,27162.0,49.466667,7.1666669999999995
Sarstedt,18555.0,52.233333,9.85
Sassenberg,14507.0,52.0,8.05
Scharbeutz,11973.0,54.033333,10.75
Schenefeld,17887.0,53.6,9.816667
Schermbeck,13758.0,51.683333000000005,6.866667
Schieder-Schwalenberg,9382.0,51.883333,9.183333
Schiffdorf,14424.0,53.533333,8.65
Schifferstadt,18933.0,49.387221999999994,8.374722
Schiffweiler,17356.0,49.366667,7.133333
Schkeuditz,19337.0,51.4,12.216667
Schleiden,13972.0,50.533333,6.466667
Schleswig,24061.0,54.516667000000005,9.55
Schlitz,10248.0,50.666667,9.566667
Schmalkalden,17963.0,50.716667,10.45
Schmallenberg,26218.0,51.15,8.3
Schmelz,17494.0,49.433333000000005,6.85
Schneeberg,16833.0,50.6,12.633333
Schneverdingen,19537.0,53.11666700000001,9.8
Schongau,12634.0,47.816666999999995,10.9
Schopfheim,19919.0,47.65,7.816667
Schorndorf,39919.0,48.8,9.533333
Schortens,21251.0,53.533333,7.95
Schotten,11570.0,50.5,9.133333
Schramberg,18637.0,48.233333,8.383333
Schriesheim,14448.0,49.477778,8.672778
Schrobenhausen,16177.0,48.55,11.266667
Schwabach,38921.0,49.329167,11.025556
Schwaigern,11032.0,49.143889,9.055
Schwalbach,14074.0,50.15,8.533333
Schwalbach,18801.0,49.3,6.816667
Schwalmstadt,20002.0,50.933333000000005,9.216667
Schwalmtal,19510.0,51.216667,6.266667
Schwandorf,28124.0,49.326389,12.109722
Schwanewede,19985.0,53.233332999999995,8.6
Schwarzenbach,5074.0,50.216667,11.933333
Schwarzenbek,15310.0,53.5,10.483333
Schwarzenberg,18406.0,50.55,12.783333
Schwedt,40005.0,53.066667,14.3
Schweinfurt,54801.0,50.05,10.233333
Schwelm,30470.0,51.283333,7.283333
Schwerin,96329.0,53.63333299999999,11.383333
Schwerte,50757.0,51.45,7.566667
Schwetzingen,23270.0,49.378056,8.581944
Schwieberdingen,10308.0,48.883333,9.066667
Sebnitz,9359.0,50.966667,14.283332999999999
Seeheim-Jugenheim,16776.0,49.765,8.651944
Seelze,33224.0,52.4,9.6
Seesen,21976.0,51.9,10.183333
Seevetal,41557.0,53.4,9.966667
Sehnde,22400.0,52.316666999999995,9.95
Selb,17172.0,50.166667,12.133333
Seligenstadt,19711.0,50.05,8.983333
Selm,27596.0,51.7,7.466667
Sendenhorst,13469.0,51.833333,7.8333330000000005
Senden,22199.0,48.316666999999995,10.066667
Senden,19880.0,51.85,7.5
Senftenberg,28812.0,51.516667,14.016667000000002
Siegburg,38818.0,50.8,7.2
Siegen,108228.0,50.866667,8.033333
Sigmaringen,17023.0,48.083333,9.216667
Simbach,10015.0,48.266667,13.016667
Simmerath,15981.0,50.6,6.3
Sindelfingen,61686.0,48.7,9.016667
Singen,46386.0,47.766667,8.833333
Sinsheim,35740.0,49.255278000000004,8.877222
Sinzheim,11131.0,48.766667,8.166667
Sinzig,17708.0,50.55,7.25
Soest,48720.0,51.583333,8.116667
Solingen,165192.0,51.183333000000005,7.0833330000000005
Solms,13982.0,50.766667,9.6
Soltau,22108.0,52.983332999999995,9.833333
Sondershausen,21954.0,51.366667,10.866667
Sonneberg,24351.0,50.35,11.166667
Sonthofen,21512.0,47.516667,10.283333
Sontra,8618.0,51.066666999999995,9.933333
Spaichingen,12258.0,48.083333,8.716667
Spenge,15569.0,52.133333,8.483333
Spiesen-Elversberg,14633.0,49.316666999999995,7.133333
Spremberg,28444.0,51.55,14.366667000000001
Springe,30284.0,52.216667,9.55
Stade,45419.0,53.6,9.483333
Stadtallendorf,21789.0,50.833333,9.016667
Stadtbergen,14837.0,48.366667,10.85
Stadthagen,23474.0,52.316666999999995,9.2
Stadtlohn,20726.0,51.983333,6.933333
Starnberg,22827.0,48.0,11.35
Steinau,11199.0,50.316666999999995,9.466667
Steinbach,10223.0,50.166667,8.566667
Steinen,10038.0,47.647177,7.741135000000001
Steinfurt,34478.0,52.15,7.35
Steinhagen,20143.0,52.0,8.4
Steinheim,11493.0,48.966667,9.283333
Steinheim,14059.0,51.85,9.1
Stein,13885.0,49.416667,11.016667
Stelle,11396.0,53.38333299999999,10.116667
Stendal,37402.0,52.6,11.85
Stephanskirchen,9812.0,47.85,12.183333
Stockach,16800.0,47.85,9.016667
Stockelsdorf,16449.0,53.9,10.65
Stolberg,58900.0,50.766667,6.233333
Stollberg,13304.0,50.716667,12.8
Straelen,15531.0,51.45,6.266667
Stralsund,57959.0,54.3,13.1
Straubing,44504.0,48.883333,12.566667
Strausberg,26835.0,52.583332999999996,13.883332999999999
Stuhr,33110.0,53.033333,8.75
Stuttgart,591688.0,48.766667,9.183333
Suhl,43269.0,50.6,10.7
Sulingen,12905.0,52.683333,8.8
Sulzbach-Rosenberg,20511.0,49.498333,11.751667
Sulzbach,18802.0,49.3,7.066667
Sulz,12834.0,48.366667,8.65
Sundern,29648.0,51.333333,8.0
Syke,24084.0,52.9,8.833333
Tamm,12327.0,48.916667,9.116667
Tauberbischofsheim,13276.0,49.624722,9.662778
Taucha,14669.0,51.383333,12.483333
Taufkirchen,17922.0,48.05,11.616667
Taunusstein,29461.0,50.15,8.15
Tecklenburg,9510.0,52.216667,7.8333330000000005
Telgte,19739.0,51.983333,7.783333
Teltow,19624.0,52.4,13.266667000000002
Templin,19764.0,53.11666700000001,13.5
Teningen,11939.0,48.133333,7.816667
Teterow,9683.0,53.783333,12.566667
Tettnang,18365.0,47.666667,9.6
Thale,13544.0,51.75,11.05
Thalheim,7622.0,50.7,12.85
Tholey,13266.0,49.483333,7.066667
Timmendorfer Strand,9090.0,54.0,10.783333
Tirschenreuth,9379.0,49.8825,12.333056
Titisee-Neustadt,12092.0,47.9,8.166667
Torgau,18883.0,51.566666999999995,13.0
Torgelow,10551.0,53.63333299999999,14.016667000000002
Tornesch,13045.0,53.7,9.716667
Tostedt,13695.0,53.283333,9.716667
Traunreut,21535.0,47.966667,12.6
Traunstein,18275.0,47.883333,12.65
Trebur,13016.0,49.931111,8.416111
Treuchtlingen,13208.0,48.95,10.916667
Trier,100649.0,49.75,6.633333
Troisdorf,75641.0,50.816666999999995,7.1666669999999995
Trossingen,15123.0,48.066666999999995,8.65
Trostberg,11640.0,48.033333,12.55
Tuttlingen,35133.0,47.983333,8.816667
Tutzing,9411.0,47.916667,11.283333
Twistringen,12675.0,52.8,8.65
Ubstadt-Weiher,12939.0,49.170833,8.618889
Uelzen,35096.0,52.966667,10.566667
Uetersen,18155.0,53.683333,9.666667
Uetze,20477.0,52.466667,10.2
Uhingen,14220.0,48.7,9.583333
Ulm,120745.0,48.4,10.0
Unna,69138.0,51.533333,7.683333
Unterhaching,20751.0,48.05,11.633333
Usingen,13469.0,50.333333,8.533333
Uslar,15982.0,51.666667,9.65
Vaihingen,29284.0,48.933333000000005,8.966667
Vallendar,9055.0,50.4,7.616667
Varel,25303.0,53.4,8.133333
Vaterstetten,20962.0,48.116667,11.783333
Vechelde,16165.0,52.266667,10.383333
Vechta,30178.0,52.716667,8.283333
Velbert,88876.0,51.333333,7.05
Velen,13236.0,51.9,6.983333
Vellmar,18464.0,51.35,9.466667
Velten,11697.0,52.683333,13.183333
Verden,26364.0,52.916667000000004,9.233333
Verl,24532.0,51.883333,8.516667
Versmold,21227.0,52.05,8.15
Vienenburg,11518.0,51.95,10.566667
Viernheim,32921.0,49.541667,8.578611
Viersen,76771.0,51.25,6.383333
Villingen-Schwenningen,82286.0,48.066666999999995,8.45
Vilsbiburg,11538.0,48.45,12.35
Vilshofen,16800.0,48.633333,13.183333
Vlotho,20219.0,52.166667,8.85
Voerde,39052.0,51.6,6.683333
Volkach,9424.0,49.866667,10.233333
Vreden,22250.0,52.033333,6.8333330000000005
Wachtberg,20004.0,50.633333,7.1
Wadern,17236.0,49.533333,6.883333
Wadersloh,13212.0,51.733333,8.25
Wadgassen,18787.0,49.266667,6.783333
Wahlstedt,9462.0,53.95,10.216667
Waiblingen,53515.0,48.833333,9.3
Waldheim,9150.0,51.066666999999995,13.016667
Waldkirchen,10716.0,48.733333,13.6
Waldkirch,20193.0,48.1,7.966667
Waldkraiburg,24939.0,48.216667,12.4
Wald-Michelbach,11447.0,49.57,8.831667
Waldshut-Tiengen,22648.0,47.616667,8.216667
Walldorf,14488.0,49.306389,8.645278
Wallenhorst,24279.0,52.35,8.016667
Wallerfangen,9880.0,49.333333,6.716667
Walsrode,24439.0,52.86666700000001,9.6
Waltershausen,11345.0,50.9,10.566667
Waltrop,30150.0,51.633333,7.4
Warburg,24399.0,51.5,9.166667
Wardenburg,16019.0,53.066667,8.2
Warendorf,39281.0,51.95,7.983333
Waren,21504.0,53.516667000000005,12.683333
Warstein,29029.0,51.45,8.366667
Wassenberg,16603.0,51.1,6.15
Wasserburg,12539.0,48.066666999999995,12.233333
Wedel,32619.0,53.583332999999996,9.716667
Weener,15794.0,53.166667000000004,7.35
Weeze,10371.0,51.633333,6.2
Wegberg,29931.0,51.15,6.266667
Wehr,13042.0,47.633333,7.9
Weida,8355.0,50.766667,12.066667
Weiden,42387.0,49.6775,12.156667
Weilburg,13833.0,50.483333,8.25
Weil der Stadt,19310.0,48.75,8.866667
Weilerswist,16515.0,50.766667,6.8333330000000005
Weilheim,21635.0,47.833333,11.15
Weimar,65113.0,50.983333,11.316667
Weingarten,23928.0,47.8,9.633333
Weinheim,43217.0,49.548333,8.666111
Weinsberg,11910.0,49.150278,9.288333
Weiterstadt,24499.0,49.907778,8.595278
Welver,13142.0,51.616667,7.966667
Welzheim,11286.0,48.883333,9.65
Wendelstein,16108.0,49.353611,11.148333000000001
Wenden,19977.0,50.966667,7.866667
Wendlingen,16199.0,48.683333000000005,9.383333
Wennigsen,14122.0,52.266667,9.583333
Werdau,24299.0,50.733333,12.383333
Werder,25913.0,52.383333,12.95
Werdohl,20481.0,51.266667,7.766667
Werl,32304.0,51.55,7.9166669999999995
Wermelskirchen,36952.0,51.15,7.216667
Wernau,12668.0,48.7,9.416667
Werneck,10764.0,49.983333,10.1
Wernigerode,34674.0,51.833333,10.783333
Wertheim,24920.0,49.7575,9.509444
Werther,11910.0,52.066666999999995,8.416667
Wesel,61768.0,51.666667,6.616667
Wesseling,36296.0,50.833333,6.983333
Westerkappeln,11443.0,52.316666999999995,7.883333
Westerland,8927.0,54.9,8.3
Westerstede,22209.0,53.25,7.933333
Wetter,9430.0,50.9,8.716667
Wetter,29328.0,51.383333,7.4
Wetzlar,52869.0,50.55,8.5
Wickede,12681.0,51.483333,7.866667
Wiefelstede,14816.0,53.25,8.116667
Wiehl,26784.0,50.95,7.533333
Wiesbaden,272337.0,50.083333,8.25
Wiesloch,26642.0,49.297778,8.701389
Wiesmoor,13180.0,53.416667000000004,7.733333
Wildberg,10186.0,48.633333,8.75
Wildeshausen,18276.0,52.9,8.433333
Wilhelmshaven,84209.0,53.516667000000005,8.133333
Willich,52100.0,51.266667,6.55
Wilnsdorf,21498.0,50.816666999999995,8.1
Winnenden,28230.0,48.883333,9.4
Winterberg,14603.0,51.2,8.533333
Wismar,45432.0,53.9,11.466667
Wittenberge,20322.0,53.0,11.75
Witten,101122.0,51.433333000000005,7.3333330000000005
Wittingen,12401.0,52.733332999999995,10.716667
Wittlich,17902.0,49.983333,6.883333
Wittmund,21417.0,53.566667,7.783333
Wittstock,19811.0,53.15,12.5
Witzenhausen,16001.0,51.333333,9.866667
Wolfen,25144.0,51.666667,12.283333
Wolfhagen,13265.0,51.316666999999995,9.166667
Wolfratshausen,17190.0,47.916667,11.416667
Wolfsburg,123184.0,52.433333,10.8
Wolgast,12539.0,54.05,13.766667000000002
Wolmirstedt,10589.0,52.25,11.633333
Wolnzach,11071.0,48.6,11.616667
Worms,82104.0,49.635556,8.359722
Worpswede,9580.0,53.216667,8.933333
Wunsiedel,10319.0,50.033333,12.016667
Wunstorf,42145.0,52.433333,9.416667
Wuppertal,363240.0,51.266667,7.183333
Wurzen,15066.0,51.366667,12.733333
Xanten,21294.0,51.666667,6.45
Zehdenick,16310.0,52.983332999999995,13.333332999999998
Zeitz,29582.0,51.05,12.15
Zella-Mehlis,12664.0,50.65,10.65
Zerbst,16054.0,51.966667,12.083333
Zetel,12037.0,53.416667000000004,7.983333
Zeulenroda,13760.0,50.65,11.983333
Zeven,12577.0,53.3,9.283333
Zirndorf,25237.0,49.45,10.95
Zittau,25527.0,50.9,14.833332999999998
Zschopau,12016.0,50.75,13.066667
Zwickau,99343.0,50.733333,12.5
Zwiesel,10484.0,49.016667,13.233332999999998
